Majors,Terms in Attendance
"Env Sci, Policy, & Mgmt PhD (Subplan: Ecosystem Sciences)",G
Bioengineering BS,4.0
Cognitive Science BA,4.0
Data Science BA (Subplan: Business/Industrial Analytics),6.0
"Electrical Eng & Comp Sci BS, Business Administration BS (Subplan: Mgmt, Entrepreneurship, Tech)",6.0
Letters & Sci Undeclared UG,6.0
Letters & Sci Undeclared UG,6.0
Letters & Sci Undeclared UG,4.0
Data Science BA (Subplan: Economics),4.0
Applied Mathematics BA (Subplan: Data Science),8.0
"Economics BA, Minor: Data Science UG",8.0
Applied Mathematics BA,4.0
"Public Policy MPP, Energy & Resources MA",G
Molecular Environ Biology BS,6.0
Data Science BA (Subplan: Business/Industrial Analytics),6.0
Data Science BA (Subplan: Business/Industrial Analytics),6.0
"Economics BA, Minor: Data Science UG",6.0
Letters & Sci Undeclared UG,6.0
Data Science BA (Subplan: Quantitative Social Science),4.0
Materials Science & Eng PhD,G
Letters & Sci Undeclared UG,2.0
Letters & Sci Undeclared UG,4.0
Civil Engineering BS,6.0
Economics BA,4.0
Letters & Sci Undeclared UG,4.0
Applied Mathematics BA (Subplan: Data Science),4.0
Letters & Sci Undeclared UG,2.0
Data Science BA (Subplan: Economics),4.0
Letters & Sci Undeclared UG,4.0
Data Science BA (Subplan: Business/Industrial Analytics),6.0
Letters & Sci Undeclared UG,2.0
Computer Science BA,4.0
Letters & Sci Undeclared UG (Subplan: Applied HD Data Science),2.0
Applied Mathematics BA (Subplan: Data Science),4.0
Mechanical Engineering PhD (Subplan: MEMS/Nano),G
"Molecular & Cell Biology BA (Subplan: Genetics, Genom, Evol & Dev 1)",6.0
Data Science BA (Subplan: Applied Mathematics & Modeling),4.0
Data Science BA (Subplan: Economics),4.0
Data Science BA (Subplan: Applied Mathematics & Modeling),8.0
Cognitive Science BA,6.0
Applied Mathematics BA,6.0
Data Science BA (Subplan: Philos Evidence & Inference),8.0
"Electrical Eng & Comp Sci BS, Minor: Data Science UG",4.0
Electrical Eng & Comp Sci BS,6.0
Electrical Eng & Comp Sci BS,8.0
Data Science BA (Subplan: Economics),4.0
Biostatistics PhD,G
Data Science BA (Subplan: Comp Methods in Biology),4.0
Computer Science BA,6.0
Materials Science & Eng PhD,G
Letters & Sci Undeclared UG,6.0
Chemistry BS,4.0
Data Science BA (Subplan: Business/Industrial Analytics),8.0
Data Science BA (Subplan: Business/Industrial Analytics),4.0
Industrial Eng & Ops Rsch BS,4.0
Letters & Sci Undeclared UG,4.0
"Conserv & Resource Stds BS, Minor: Data Science UG",8.0
"Computer Science BA, Economics BA, Minor: Public Policy UG",4.0
Applied Mathematics BA,6.0
Computer Science BA,8.0
"Environmental Sciences BS (Subplan: Social Science), Minor: Data Science UG",8.0
Data Science BA (Subplan: Linguistic Sciences),4.0
Civil Engineering BS,6.0
Applied Mathematics BA (Subplan: Data Science),4.0
Letters & Sci Undeclared UG,4.0
"Computer Science BA, Minor: Public Policy UG",4.0
"Business Administration BS, Minor: Data Science UG",6.0
"Electrical Eng & Comp Sci BS, Minor: Data Science UG",6.0
Cognitive Science BA,4.0
Letters & Sci Undeclared UG,6.0
Electrical Eng & Comp Sci BS,6.0
Chemical Engineering BS,6.0
Letters & Sci Undeclared UG,2.0
Letters & Sci Undeclared UG,4.0
Business Administration BS (Subplan: Global Management),4.0
Data Science BA (Subplan: Business/Industrial Analytics),8.0
Computer Science BA,6.0
Computer Science BA,4.0
Computer Science BA,4.0
"Civil Engineering BS, Minor: Public Policy UG, Minor: Data Science UG",6.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,6.0
Business Administration BS,6.0
Electrical Eng & Comp Sci BS,8.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,6.0
"Molecular Environ Biology BS (Subplan: Global Change Biology), Minor: Data Science UG",8.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
"Environ Econ & Policy BS, Minor: Data Science UG",6.0
Letters & Sci Undeclared UG,4.0
"Media Studies BA (Subplan: Digital Studies), Statistics BA",6.0
Computer Science BA,6.0
Data Science BA (Subplan: Data Arts & Humanities),6.0
Letters & Sci Undeclared UG,4.0
Industrial Eng & Ops Rsch BS,4.0
Data Science BA (Subplan: Business/Industrial Analytics),6.0
Computer Science BA,4.0
Bioengineering BS,6.0
Computer Science BA,6.0
Civil & Env Eng Prof MS,G
Materials Sci & Eng PT MEng,G
Civil Engineering BS,8.0
Computer Science BA,4.0
Mol Sci & Software Engin MMSSE (Subplan: Part-Time),
Data Science BA (Subplan: Economics),6.0
Computer Science BA,4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,6.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,4.0
Civil Engineering BS,6.0
Civil Engineering BS,6.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,4.0
Letters & Sci Undeclared UG,4.0
Economics BA,6.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,8.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Civil Engineering BS,8.0
Computer Science BA,6.0
"Data Science BA (Subplan: Philos Minds, Morals, Machines), Minor: Music UG",6.0
Business Administration BS,6.0
Electrical Eng & Comp Sci BS,8.0
Public Health BA,8.0
"Data Science BA (Subplan: Human and Population Health), Computer Science BA",4.0
"Business Administration BS, Data Science BA (Subplan: Applied Mathematics & Modeling)",6.0
Letters & Sci Undeclared UG,4.0
"Political Science BA, Minor: Data Science UG",6.0
Chemical Engineering BS,6.0
Computer Science BA,4.0
Materials Science & Eng BS,4.0
Computer Science BA,4.0
"English BA, Minor: Armenian Studies UG, Minor: Data Science UG",8.0
Letters & Sci Undeclared UG,6.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,6.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
"Society and Environment BS, Minor: Data Science UG",8.0
Economics BA,4.0
Economics BA,8.0
Data Science BA (Subplan: Business/Industrial Analytics),6.0
Data Science BA (Subplan: Applied Mathematics & Modeling),8.0
Letters & Sci Undeclared UG,4.0
Data Science BA (Subplan: Social Policy and Law),6.0
Computer Science BA,4.0
Electrical Eng & Comp Sci BS,6.0
Spanish and Portuguese BA (Subplan: Lang Lit Cult of Spanish),6.0
Letters & Sci Undeclared UG,8.0
"Electrical Eng & Comp Sci BS, Minor: Data Science UG",6.0
Computer Science BA,8.0
Computer Science BA,4.0
"Computer Science BA, Minor: Data Science UG",4.0
Data Science BA (Subplan: Business/Industrial Analytics),4.0
"Economics BA, Minor: Public Policy UG, Minor: Data Science UG",6.0
Computer Science BA,6.0
Data Science BA (Subplan: Business/Industrial Analytics),4.0
Applied Mathematics BA,6.0
Data Science BA (Subplan: Business/Industrial Analytics),8.0
"Economics BA, Ops Research & Mgmt Sci BA",6.0
Astrophysics BA,6.0
"Electrical Eng & Comp Sci BS, Minor: Data Science UG",6.0
Letters & Sci Undeclared UG,4.0
"Bioengineering BS, Minor: Computer Science UG",8.0
Civil & Environmental Eng PhD,G
Letters & Sci Undeclared UG,4.0
Data Science BA (Subplan: Human and Population Health),4.0
Letters & Sci Undeclared UG (Subplan: Applied HD Data Science),2.0
"Economics BA, Minor: Data Science UG",6.0
Cognitive Science BA,4.0
Letters & Sci Undeclared UG,4.0
Economics BA,6.0
Data Science BA (Subplan: Applied Mathematics & Modeling),8.0
Letters & Sci Undeclared UG,4.0
Biostatistics MA,G
Letters & Sci Undeclared UG (Subplan: Applied HD Data Science),2.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Data Science BA (Subplan: Economics),6.0
Letters & Sci Undeclared UG,4.0
"Business Administration BS, Minor: Data Science UG",6.0
Letters & Sci Undeclared UG,4.0
Public Health BA,6.0
Computer Science BA,6.0
Data Science BA (Subplan: Comp Methods in Biology),4.0
Data Science BA (Subplan: Data Arts & Humanities),4.0
Computer Science BA,7.0
Computer Science BA,4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Cognitive Science BA,5.0
Letters & Sci Undeclared UG,6.0
Electrical Eng & Comp Sci BS,8.0
"Economics BA, Cognitive Science BA",8.0
Data Science BA (Subplan: Data Arts & Humanities),6.0
"Computer Science BA, Economics BA",6.0
Computer Science BA,4.0
Cognitive Science BA,4.0
Data Science BA (Subplan: Economics),6.0
Letters & Sci Undeclared UG,5.0
Letters & Sci Undeclared UG,4.0
"Computer Science BA, Minor: Data Science UG",5.0
"Molecular & Cell Biology BA (Subplan: Genetics, Genom, Evol & Dev 1)",4.0
Data Science BA (Subplan: Cognition),6.0
Letters & Sci Undeclared UG,6.0
Letters & Sci Undeclared UG,4.0
Mol Sci & Software Engin MMSSE (Subplan: Part-Time),
"Applied Mathematics BA (Subplan: Systems Theory), Data Science BA (Subplan: Robotics)",4.0
Cognitive Science BA,4.0
"Sociology BA, Ethnic Studies BA",6.0
"Economics BA, Minor: Data Science UG",8.0
"Business Administration BS, Data Science BA (Subplan: Business/Industrial Analytics)",8.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,5.0
Letters & Sci Undeclared UG,4.0
Applied Mathematics BA (Subplan: Mathematical Biology),6.0
"Computer Science BA, Economics BA",4.0
Letters & Sci Undeclared UG,4.0
Civil Engineering BS,8.0
Data Science BA (Subplan: Applied Mathematics & Modeling),8.0
Letters & Sci Undeclared UG,2.0
"Cognitive Science BA, Computer Science BA",7.0
Letters & Sci Undeclared UG,4.0
Data Science BA (Subplan: Business/Industrial Analytics),8.0
Data Science BA (Subplan: Business/Industrial Analytics),4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,4.0
Letters & Sci Undeclared UG,6.0
"Applied Mathematics BA (Subplan: Data Science), Computer Science BA",8.0
Industrial Eng & Ops Rsch BS,4.0
Civil Engineering BS,8.0
Cognitive Science BA,7.0
"Letters & Sci Undeclared UG, Minor: Digital Humanities UG",6.0
"Computer Science BA, Business Administration BS",8.0
"Data Science BA (Subplan: Neurosciences), Molecular & Cell Biology BA (Subplan: Neurobiology)",6.0
Evening & Weekend MBA,G
Political Economy BA,4.0
Letters & Sci Undeclared UG,6.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,4.0
"Society and Environment BS, Minor: Data Science UG",6.0
Data Science BA (Subplan: Economics),4.0
Data Science BA (Subplan: Cognition),6.0
Applied Mathematics BA (Subplan: Statistics),4.0
Computer Science BA,6.0
"Civil & Env Eng Prof MS, Grad Cert Applied Data Science",G
Physics BA,4.0
"Computer Science BA, Minor: Bioengineering UG",8.0
Economics BA,6.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Data Science BA (Subplan: Data Arts & Humanities),6.0
"Cognitive Science BA, Molecular & Cell Biology BA (Subplan: Neurobiology), Minor: Data Science UG",8.0
Chemistry BS (Subplan: Computational Chemistry),8.0
Mechanical Engineering BS,8.0
Mol Sci & Software Engin MMSSE (Subplan: Part-Time),
"Computer Science BA, Business Administration BS",6.0
Letters & Sci Undeclared UG,4.0
"Data Science BA (Subplan: Science, Technology & Society)",6.0
"Economics BA, Minor: Data Science UG",8.0
Economics BA,6.0
Letters & Sci Undeclared UG,4.0
"Business Administration BS (Subplan: Global Management), Minor: Data Science UG",6.0
Letters & Sci Undeclared UG,6.0
Electrical Eng & Comp Sci MEng,G
Letters & Sci Undeclared UG,4.0
Materials Science & Eng BS,6.0
Data Science BA (Subplan: Cognition),6.0
Political Economy BA,8.0
Letters & Sci Undeclared UG,4.0
Electrical Eng & Comp Sci BS,6.0
Cognitive Science BA,4.0
"Chemical Biology BS, Minor: Data Science UG",6.0
Sociology BA,4.0
Industrial Eng & Ops Rsch BS,4.0
Mol Sci & Software Engin MMSSE (Subplan: Part-Time),
Computer Science BA,6.0
"Molecular & Cell Biology BA (Subplan: Immunology & Mol Medicine 2), Data Science BA (Subplan: Comp Methods in Biology)",8.0
Cognitive Science BA,4.0
"Economics BA, Minor: Data Science UG",8.0
Applied Mathematics BA (Subplan: Data Science),6.0
Computer Science BA,8.0
Letters & Sci Undeclared UG,4.0
Cognitive Science BA,4.0
Applied Mathematics BA (Subplan: Data Science),4.0
Letters & Sci Undeclared UG,4.0
Molecular Environ Biology BS (Subplan: Animal Health and Behavior),8.0
Data Science BA (Subplan: Applied Mathematics & Modeling),4.0
Computer Science BA,6.0
"Letters & Sci Undeclared UG, Minor: Data Science UG",6.0
Letters & Sci Undeclared UG,4.0
Cognitive Science BA,4.0
"Molecular & Cell Biology BA (Subplan: Neurobiology), Data Science BA",8.0
Cognitive Science BA,4.0
Applied Mathematics BA,6.0
Letters & Sci Undeclared UG (Subplan: Applied HD Computer Science),2.0
Computer Science BA,4.0
Computer Science BA,8.0
Letters & Sci Undeclared UG (Subplan: Applied HD Data Science),2.0
Letters & Sci Undeclared UG,4.0
Cognitive Science BA,6.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Biostatistics MA,G
Computer Science BA,4.0
Chemical Engineering BS,7.0
Data Science BA (Subplan: Robotics),4.0
"Data Science BA (Subplan: Science, Technology & Society)",4.0
Letters & Sci Undeclared UG,4.0
Data Science BA (Subplan: Cognition),4.0
Computer Science BA,4.0
Molecular & Cell Biology BA (Subplan: Neurobiology),6.0
Statistics BA,5.0
Letters & Sci Undeclared UG,6.0
Civil Engineering BS,2.0
Chemistry BS,6.0
Electrical Eng & Comp Sci BS,4.0
"Chemical Biology BS, Minor: Data Science UG",6.0
Economics BA,6.0
"Computer Science BA, Business Administration BS",8.0
Civil Engineering BS,6.0
Nuclear Engineering BS,6.0
Letters & Sci Undeclared UG,4.0
Electrical Eng & Comp Sci BS,8.0
Letters & Sci Undeclared UG,6.0
Letters & Sci Undeclared UG,4.0
Astrophysics BA,4.0
#REF!,#REF!
Data Science BA (Subplan: Robotics),6.0
Computer Science BA,4.0
Computer Science BA,6.0
Letters & Sci Undeclared UG (Subplan: Applied HD Data Science),2.0
Psychology BA,6.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,6.0
Computer Science BA,6.0
"Applied Mathematics BA (Subplan: Computer Science), Computer Science BA, Minor: Data Science UG",4.0
"Letters & Sci Undeclared UG, Minor: Spanish Lang, Lit & Culture UG",4.0
Industrial Eng & Ops Rsch BS,4.0
Computer Science BA,6.0
Letters & Sci Undeclared UG,8.0
Applied Mathematics BA,6.0
Data Science BA (Subplan: Business/Industrial Analytics),6.0
Bioengineering BS,4.0
Data Science BA (Subplan: Inequalities in Society),6.0
Electrical Eng & Comp Sci BS,4.0
"Environmental Sciences BS (Subplan: Biological Science), Public Health BA, Minor: Data Science UG",8.0
Industrial Eng & Ops Rsch MEng,G
Data Science BA (Subplan: Business/Industrial Analytics),4.0
Applied Mathematics BA (Subplan: Data Science),8.0
Letters & Sci Undeclared UG,4.0
"Electrical Eng & Comp Sci BS, Minor: Public Policy UG, Minor: Data Science UG",6.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Mol Sci & Software Engin MMSSE (Subplan: Part-Time),
"Letters & Sci Undeclared UG, Minor: Public Policy UG",6.0
Data Science BA (Subplan: Economics),4.0
"Applied Mathematics BA (Subplan: Data Science), Statistics BA",8.0
Computer Science BA,4.0
Computer Science BA,4.0
Electrical Eng & Comp Sci BS,6.0
"Urban Studies BA, Minor: Data Science UG",4.0
Data Science BA (Subplan: Applied Mathematics & Modeling),4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,5.0
"Public Health BA, Minor: Public Policy UG",6.0
Info Mgmt & Systems MIMS,G
Computer Science BA,6.0
Data Science BA (Subplan: Economics),4.0
Data Science BA (Subplan: Applied Mathematics & Modeling),5.0
Data Science BA (Subplan: Business/Industrial Analytics),4.0
Letters & Sci Undeclared UG,4.0
"Cognitive Science BA, Minor: Data Science UG",6.0
"Public Health MPH (Subplan: Global Health & Environment), Grad Cert Applied Data Science",G
Computer Science BA,6.0
Letters & Sci Undeclared UG,6.0
Letters & Sci Undeclared UG,4.0
Data Science BA (Subplan: Business/Industrial Analytics),4.0
"Economics BA, Molecular & Cell Biology BA (Subplan: Genetics, Genom, Evol & Dev 2), Minor: Data Science UG",8.0
Letters & Sci Undeclared UG,2.0
Data Science BA (Subplan: Business/Industrial Analytics),6.0
Data Science BA (Subplan: Economics),6.0
Computer Science BA,6.0
Letters & Sci Undeclared UG,6.0
Data Science BA (Subplan: Business/Industrial Analytics),8.0
Applied Mathematics BA (Subplan: Data Science),6.0
Applied Mathematics BA (Subplan: Data Science),8.0
Eng Math & Statistics BS,4.0
"Nutritional Sci-Toxicology BS, Minor: Global Public Health UG",8.0
Letters & Sci Undeclared UG (Subplan: Applied HD Computer Science),2.0
"Letters & Sci Undeclared UG, Minor: History UG",4.0
Bioengineering UCSF Joint PhD,G
Letters & Sci Undeclared UG,4.0
"Economics BA, Minor: Data Science UG",6.0
Civil Engineering BS,8.0
Mol Sci & Software Engin MMSSE (Subplan: Part-Time),
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Molecular & Cell Biology BA (Subplan: Neurobiology),6.0
Letters & Sci Undeclared UG,2.0
Data Science BA (Subplan: Business/Industrial Analytics),4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
"Economics BA, Minor: Data Science UG",8.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Economics BA,7.0
Industrial Eng & Ops Rsch BS,4.0
Data Science BA (Subplan: Economics),4.0
"Data Science BA (Subplan: Science, Technology & Society)",6.0
Data Science BA (Subplan: Economics),6.0
Linguistics BA,4.0
Computer Science BA,6.0
Mol Sci & Software Engin MMSSE (Subplan: Part-Time),
Computer Science BA,6.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,4.0
Computer Science BA,4.0
Data Science BA (Subplan: Human Behavior & Psychology),6.0
Letters & Sci Undeclared UG,4.0
"Electrical Eng & Comp Sci BS, Business Administration BS (Subplan: Mgmt, Entrepreneurship, Tech)",6.0
Data Science BA (Subplan: Business/Industrial Analytics),4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG (Subplan: Applied HD Data Science),2.0
Philosophy BA,6.0
Electrical Eng & Comp Sci BS,8.0
Computer Science BA,6.0
Letters & Sci Undeclared UG (Subplan: Applied HD Data Science),2.0
Philosophy BA,4.0
Bioengineering BS,4.0
Mol Sci & Software Engin MMSSE (Subplan: Part-Time),
Data Science BA (Subplan: Economics),4.0
Environmental Sciences BS (Subplan: Physical Science),4.0
Letters & Sci Undeclared UG,6.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
"Electrical Eng & Comp Sci BS, Minor: Music UG",8.0
Marine Science BA,8.0
Industrial Eng & Ops Rsch MEng (Subplan: Intel Prop & Entreprn Strategy),G
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Cognitive Science BA,6.0
"Mathematics BA, Computer Science BA",6.0
Letters & Sci Undeclared UG,6.0
Data Science BA (Subplan: Business/Industrial Analytics),8.0
Civil & Env Eng Prof MS,G
Mathematics BA (Subplan: Teaching),6.0
Computer Science BA,4.0
Computer Science BA,6.0
Cognitive Science BA,4.0
Materials Science & Eng PhD,G
Letters & Sci Undeclared UG,4.0
Civil Engineering BS,6.0
Cognitive Science BA,4.0
Statistics BA,4.0
Letters & Sci Undeclared UG,4.0
Info Mgmt & Systems MIMS,G
Electrical Eng & Comp Sci BS,6.0
Electrical Eng & Comp Sci BS,6.0
Cognitive Science BA,4.0
Environ Econ & Policy BS,6.0
Chemical Engineering BS,4.0
"Business Administration BS, Minor: Data Science UG",8.0
Computer Science BA,4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,6.0
Electrical Eng & Comp Sci BS,8.0
Economics BA,4.0
Data Science BA (Subplan: Cognition),6.0
Environ Econ & Policy BS,4.0
Media Studies BA (Subplan: Digital Studies),6.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Environ Econ & Policy BA,8.0
"Applied Mathematics BA (Subplan: Economics), Economics BA",8.0
Electrical Eng & Comp Sci BS,6.0
Data Science BA (Subplan: Robotics),6.0
"Public Health BA, Minor: Data Science UG",8.0
Letters & Sci Undeclared UG,4.0
Data Science BA (Subplan: Robotics),4.0
Data Science BA (Subplan: Applied Mathematics & Modeling),6.0
Data Science BA (Subplan: Economics),6.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,6.0
Data Science BA (Subplan: Business/Industrial Analytics),6.0
Industrial Eng & Ops Rsch BS,4.0
Data Science BA (Subplan: Business/Industrial Analytics),6.0
Electrical Eng & Comp Sci BS,4.0
Data Science BA (Subplan: Philos Evidence & Inference),8.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Neuroscience PhD,G
"Molecular & Cell Biology BA (Subplan: Genetics, Genom, Evol & Dev 1), Minor: Data Science UG",6.0
Letters & Sci Undeclared UG,4.0
Economics BA,7.0
Letters & Sci Undeclared UG,4.0
"Data Science BA (Subplan: Env, Resource Mgmt, & Society)",8.0
Data Science BA (Subplan: Robotics),7.0
Computer Science BA,6.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,6.0
Data Science BA (Subplan: Economics),4.0
Data Science BA (Subplan: Business/Industrial Analytics),4.0
"Computer Science BA, Minor: Data Science UG",8.0
"Letters & Sci Undeclared UG, Minor: Journalism UG",4.0
Letters & Sci Undeclared UG (Subplan: Applied HD Data Science),2.0
Computer Science BA,4.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,6.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,6.0
Letters & Sci Undeclared UG,4.0
"Economics BA, Minor: Data Science UG",6.0
Data Science BA (Subplan: Business/Industrial Analytics),6.0
"Economics BA, Minor: Data Science UG",6.0
"Electrical Eng & Comp Sci BS, Minor: Data Science UG",6.0
Letters & Sci Undeclared UG,4.0
Data Science BA (Subplan: Comp Methods in Biology),4.0
Letters & Sci Undeclared UG,4.0
Civil & Env Eng Prof MS,G
Computer Science BA,4.0
Letters & Sci Undeclared UG,4.0
Chemistry PhD,G
Environ Econ & Policy BS,4.0
Mol Sci & Software Engin MMSSE (Subplan: Part-Time),
Electrical Eng & Comp Sci BS,8.0
Letters & Sci Undeclared UG,4.0
"Letters & Sci Undeclared UG, Minor: Music UG",6.0
Cognitive Science BA,4.0
"Cognitive Science BA, Minor: Data Science UG",6.0
"Nut Sci-Physio & Metabol BS, Minor: Data Science UG",8.0
Chemical Engineering PhD,G
Data Science BA (Subplan: Business/Industrial Analytics),6.0
Computer Science BA,6.0
Computer Science BA,4.0
Civil Engineering BS,4.0
"Chemical Engineering BS (Subplan: Business and Management), Minor: Middle Eastern Lang & Cultr UG",6.0
Society and Environment BS,6.0
Computer Science BA,4.0
Letters & Sci Undeclared UG,7.0
Letters & Sci Undeclared UG,6.0
Letters & Sci Undeclared UG,4.0
"Public Health BA, Minor: Data Science UG",8.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
"Applied Mathematics BA (Subplan: Economics), Computer Science BA, Economics BA",7.0
Computer Science BA,6.0
Letters & Sci Undeclared UG,6.0
Civil Engineering BS,6.0
Applied Mathematics BA (Subplan: Data Science),8.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
Letters & Sci Undeclared UG,4.0
"Economics BA, Minor: Global St - Europe & Russia UG",6.0
Letters & Sci Undeclared UG,4.0
"Political Economy BA, Minor: Public Policy UG",8.0
Data Science BA (Subplan: Business/Industrial Analytics),6.0
Applied Mathematics BA,4.0
Letters & Sci Undeclared UG,4.0
Environmental Sciences BS,4.0
Civil Engineering BS,6.0
Business Administration BS,6.0
"Civil Engineering BS, Minor: Data Science UG",8.0
"Molecular & Cell Biology BA (Subplan: Cell Bio, Devlop, and Physio 2), Minor: Data Science UG",6.0
Computer Science BA,4.0
Data Science BA (Subplan: Ecology and the Environment),8.0
Letters & Sci Undeclared UG,6.0
Letters & Sci Undeclared UG,2.0
Letters & Sci Undeclared UG,6.0
Electrical Eng & Comp Sci BS,4.0
Data Science BA (Subplan: Economics),8.0
Chemical Engineering BS,6.0
Computer Science BA,4.0
Computer Science BA,6.0
Computer Science BA,8.0
Letters & Sci Undeclared UG,4.0
"Ops Research & Mgmt Sci BA, Minor: Data Science UG",4.0
Letters & Sci Undeclared UG,4.0
Computer Science BA,4.0
Computer Science BA,4.0
Computer Science BA,6.0
Letters & Sci Undeclared UG (Subplan: Applied HD Data Science),2.0
Letters & Sci Undeclared UG,7.0
"Civil Engineering BS, Minor: Sustainable Design UG",4.0
Letters & Sci Undeclared UG,4.0
"Political Science BA, Minor: Data Science UG",6.0
"Electrical Eng & Comp Sci BS, Minor: Data Science UG",4.0
Data Science BA (Subplan: Inequalities in Society),6.0
Business Administration BS,6.0
Electrical Eng & Comp Sci BS,6.0
Letters & Sci Undeclared UG,4.0
"Data Science BA (Subplan: Applied Mathematics & Modeling), Minor: Computer Science UG",6.0
Letters & Sci Undeclared UG,4.0
Data Science BA (Subplan: Applied Mathematics & Modeling),4.0
Data Science BA (Subplan: Economics),4.0
